Date,State,Peak_Load_MW,Base_Load_MW,Industrial_%,Residential_%,EV_Load_MW,Temperature,Demand_Growth_%
2022-03-09 0:00:00,Maharashtra,7937.2,5556.04,44,48,263.84,25,31.92
2022-03-09 0:00:00,Gujarat,6368,4457.6,46,43,263.84,15,31.92
2022-03-09 0:00:00,Tamil Nadu,7387.6,5171.32,36,43,263.84,41,31.92
2022-03-09 0:00:00,Karnataka,5978.4,4184.88,44,53,263.84,18,31.92
2022-03-09 0:00:00,Rajasthan,5427.8,3799.46,50,55,263.84,37,31.92
2022-03-10 0:00:00,Maharashtra,7795.6,5456.92,49,40,263.92,41,31.96
2022-03-10 0:00:00,Gujarat,6650,4655,46,56,263.92,39,31.96
2022-03-10 0:00:00,Tamil Nadu,7284.8,5099.36,37,60,263.92,29,31.96
2022-03-10 0:00:00,Karnataka,6089.2,4262.44,41,41,263.92,36,31.96
2022-03-10 0:00:00,Rajasthan,5245.4,3671.78,41,54,263.92,31,31.96
2022-03-11 0:00:00,Maharashtra,7690,5383,45,45,264,44,32
2022-03-11 0:00:00,Gujarat,6424,4496.8,35,50,264,35,32
2022-03-11 0:00:00,Tamil Nadu,7393,5175.1,36,49,264,19,32
2022-03-11 0:00:00,Karnataka,6158,4310.6,45,41,264,30,32
2022-03-11 0:00:00,Rajasthan,5173,3621.1,36,47,264,35,32
2022-03-12 0:00:00,Maharashtra,7844.4,5491.08,49,59,264.08,37,32.04
2022-03-12 0:00:00,Gujarat,6360,4452,36,54,264.08,18,32.04
2022-03-12 0:00:00,Tamil Nadu,7199.2,5039.44,48,46,264.08,21,32.04
2022-03-12 0:00:00,Karnataka,5767.8,4037.46,36,44,264.08,32,32.04
2022-03-12 0:00:00,Rajasthan,5395.6,3776.92,35,60,264.08,30,32.04
2022-03-13 0:00:00,Maharashtra,7990.8,5593.56,40,40,264.16,42,32.08
2022-03-13 0:00:00,Gujarat,6366,4456.2,50,44,264.16,15,32.08
2022-03-13 0:00:00,Tamil Nadu,7035.4,4924.78,40,58,264.16,18,32.08
2022-03-13 0:00:00,Karnataka,6023.6,4216.52,47,52,264.16,35,32.08
2022-03-13 0:00:00,Rajasthan,5059.2,3541.44,40,57,264.16,39,32.08
2022-03-14 0:00:00,Maharashtra,7780.2,5446.14,35,47,264.24,19,32.12
2022-03-14 0:00:00,Gujarat,6480,4536,46,53,264.24,22,32.12
2022-03-14 0:00:00,Tamil Nadu,7234.6,5064.22,47,52,264.24,35,32.12
2022-03-14 0:00:00,Karnataka,6014.4,4210.08,42,46,264.24,42,32.12
2022-03-14 0:00:00,Rajasthan,5357.8,3750.46,44,42,264.24,31,32.12
2022-03-15 0:00:00,Maharashtra,7946.6,5562.62,44,48,264.32,37,32.16
2022-03-15 0:00:00,Gujarat,6857,4799.9,43,58,264.32,41,32.16
2022-03-15 0:00:00,Tamil Nadu,7138.8,4997.16,47,45,264.32,45,32.16
2022-03-15 0:00:00,Karnataka,6010.2,4207.14,35,44,264.32,24,32.16
2022-03-15 0:00:00,Rajasthan,5197.4,3638.18,36,47,264.32,41,32.16
2022-03-16 0:00:00,Maharashtra,7845,5491.5,41,48,264.4,29,32.2
2022-03-16 0:00:00,Gujarat,6802,4761.4,40,56,264.4,34,32.2
2022-03-16 0:00:00,Tamil Nadu,7131,4991.7,38,40,264.4,19,32.2
2022-03-16 0:00:00,Karnataka,5996,4197.2,42,52,264.4,43,32.2
2022-03-16 0:00:00,Rajasthan,5522,3865.4,40,48,264.4,17,32.2
2022-03-17 0:00:00,Maharashtra,8155.4,5708.78,41,49,264.48,44,32.24
2022-03-17 0:00:00,Gujarat,6686,4680.2,42,41,264.48,31,32.24
2022-03-17 0:00:00,Tamil Nadu,7054.2,4937.94,44,43,264.48,15,32.24
2022-03-17 0:00:00,Karnataka,5993.8,4195.66,46,48,264.48,22,32.24
2022-03-17 0:00:00,Rajasthan,5136.6,3595.62,35,59,264.48,36,32.24
2022-03-18 0:00:00,Maharashtra,7845.8,5492.06,50,51,264.56,44,32.28
2022-03-18 0:00:00,Gujarat,6481,4536.7,38,47,264.56,42,32.28
2022-03-18 0:00:00,Tamil Nadu,7415.4,5190.78,35,48,264.56,36,32.28
2022-03-18 0:00:00,Karnataka,6062.6,4243.82,50,56,264.56,25,32.28
2022-03-18 0:00:00,Rajasthan,5459.2,3821.44,37,42,264.56,35,32.28
2022-03-19 0:00:00,Maharashtra,7970.2,5579.14,44,55,264.64,43,32.32
2022-03-19 0:00:00,Gujarat,6639,4647.3,49,52,264.64,26,32.32
2022-03-19 0:00:00,Tamil Nadu,7109.6,4976.72,45,52,264.64,40,32.32
2022-03-19 0:00:00,Karnataka,5799.4,4059.58,47,44,264.64,33,32.32
2022-03-19 0:00:00,Rajasthan,5260.8,3682.56,44,45,264.64,45,32.32
2022-03-20 0:00:00,Maharashtra,7818.6,5473.02,37,48,264.72,42,32.36
2022-03-20 0:00:00,Gujarat,6775,4742.5,37,53,264.72,44,32.36
2022-03-20 0:00:00,Tamil Nadu,7437.8,5206.46,35,46,264.72,39,32.36
2022-03-20 0:00:00,Karnataka,5953.2,4167.24,46,59,264.72,28,32.36
2022-03-20 0:00:00,Rajasthan,5214.4,3650.08,37,54,264.72,26,32.36
2022-03-21 0:00:00,Maharashtra,7916,5541.2,36,52,264.8,28,32.4
2022-03-21 0:00:00,Gujarat,6493,4545.1,49,60,264.8,34,32.4
2022-03-21 0:00:00,Tamil Nadu,7504,5252.8,45,55,264.8,45,32.4
2022-03-21 0:00:00,Karnataka,5918,4142.6,36,41,264.8,18,32.4
2022-03-21 0:00:00,Rajasthan,5295,3706.5,35,58,264.8,41,32.4
2022-03-22 0:00:00,Maharashtra,7758.4,5430.88,45,58,264.88,37,32.44
2022-03-22 0:00:00,Gujarat,6822,4775.4,44,40,264.88,31,32.44
2022-03-22 0:00:00,Tamil Nadu,7534.2,5273.94,44,42,264.88,16,32.44
2022-03-22 0:00:00,Karnataka,6020.8,4214.56,50,51,264.88,43,32.44
2022-03-22 0:00:00,Rajasthan,5327.6,3729.32,41,57,264.88,23,32.44
2022-03-23 0:00:00,Maharashtra,7759.8,5431.86,47,57,264.96,23,32.48
2022-03-23 0:00:00,Gujarat,6540,4578,49,42,264.96,36,32.48
2022-03-23 0:00:00,Tamil Nadu,7303.4,5112.38,47,55,264.96,39,32.48
2022-03-23 0:00:00,Karnataka,6160.6,4312.42,47,50,264.96,32,32.48
2022-03-23 0:00:00,Rajasthan,5373.2,3761.24,43,41,264.96,22,32.48
2022-03-24 0:00:00,Maharashtra,7958.2,5570.74,35,57,265.04,45,32.52
2022-03-24 0:00:00,Gujarat,6806,4764.2,50,42,265.04,33,32.52
2022-03-24 0:00:00,Tamil Nadu,7317.6,5122.32,40,43,265.04,30,32.52
2022-03-24 0:00:00,Karnataka,5729.4,4010.58,38,51,265.04,33,32.52
2022-03-24 0:00:00,Rajasthan,5334.8,3734.36,43,50,265.04,42,32.52
2022-03-25 0:00:00,Maharashtra,7786.6,5450.62,39,41,265.12,26,32.56
2022-03-25 0:00:00,Gujarat,6868,4807.6,47,55,265.12,42,32.56
2022-03-25 0:00:00,Tamil Nadu,7247.8,5073.46,49,53,265.12,22,32.56
2022-03-25 0:00:00,Karnataka,5729.2,4010.44,38,60,265.12,27,32.56
2022-03-25 0:00:00,Rajasthan,5264.4,3685.08,41,53,265.12,28,32.56
2022-03-26 0:00:00,Maharashtra,7863,5504.1,36,57,265.2,27,32.6
2022-03-26 0:00:00,Gujarat,6713,4699.1,39,42,265.2,37,32.6
2022-03-26 0:00:00,Tamil Nadu,7238,5066.6,48,47,265.2,19,32.6
2022-03-26 0:00:00,Karnataka,5930,4151,46,44,265.2,22,32.6
2022-03-26 0:00:00,Rajasthan,5506,3854.2,35,43,265.2,22,32.6
2022-03-27 0:00:00,Maharashtra,8006.4,5604.48,40,57,265.28,34,32.64
2022-03-27 0:00:00,Gujarat,6585,4609.5,38,60,265.28,45,32.64
2022-03-27 0:00:00,Tamil Nadu,7526.2,5268.34,46,40,265.28,17,32.64
2022-03-27 0:00:00,Karnataka,5768.8,4038.16,42,46,265.28,34,32.64
2022-03-27 0:00:00,Rajasthan,5080.6,3556.42,35,55,265.28,42,32.64
2022-03-28 0:00:00,Maharashtra,8184.8,5729.36,35,57,265.36,32,32.68
2022-03-28 0:00:00,Gujarat,6650,4655,44,43,265.36,29,32.68
2022-03-28 0:00:00,Tamil Nadu,7182.4,5027.68,43,54,265.36,45,32.68
2022-03-28 0:00:00,Karnataka,5937.6,4156.32,50,47,265.36,45,32.68
2022-03-28 0:00:00,Rajasthan,5429.2,3800.44,46,47,265.36,41,32.68
2022-03-29 0:00:00,Maharashtra,7911.2,5537.84,40,59,265.44,25,32.72
2022-03-29 0:00:00,Gujarat,6576,4603.2,49,43,265.44,35,32.72
2022-03-29 0:00:00,Tamil Nadu,7495.6,5246.92,35,55,265.44,20,32.72
2022-03-29 0:00:00,Karnataka,5733.4,4013.38,39,54,265.44,45,32.72
2022-03-29 0:00:00,Rajasthan,5099.8,3569.86,47,48,265.44,17,32.72
2022-03-30 0:00:00,Maharashtra,8048.6,5634.02,46,55,265.52,43,32.76
2022-03-30 0:00:00,Gujarat,6415,4490.5,44,58,265.52,32,32.76
2022-03-30 0:00:00,Tamil Nadu,7365.8,5156.06,47,46,265.52,35,32.76
2022-03-30 0:00:00,Karnataka,6213.2,4349.24,35,48,265.52,39,32.76
2022-03-30 0:00:00,Rajasthan,5346.4,3742.48,42,49,265.52,40,32.76
2022-03-31 0:00:00,Maharashtra,8153,5707.1,48,47,265.6,24,32.8
2022-03-31 0:00:00,Gujarat,6777,4743.9,43,42,265.6,45,32.8
2022-03-31 0:00:00,Tamil Nadu,7456,5219.2,44,57,265.6,39,32.8
2022-03-31 0:00:00,Karnataka,5795,4056.5,48,50,265.6,31,32.8
2022-03-31 0:00:00,Rajasthan,5538,3876.6,47,40,265.6,25,32.8
2022-04-01 0:00:00,Maharashtra,9203.96,6442.77,39,54,265.68,25,32.84
2022-04-01 0:00:00,Gujarat,7686.3,5380.41,42,58,265.68,41,32.84
2022-04-01 0:00:00,Tamil Nadu,8317.13,5821.99,48,44,265.68,29,32.84
2022-04-01 0:00:00,Karnataka,6673.47,4671.43,47,42,265.68,38,32.84
2022-04-01 0:00:00,Rajasthan,6040.64,4228.45,36,42,265.68,31,32.84
2022-04-02 0:00:00,Maharashtra,9034.72,6324.3,49,51,265.76,20,32.88
2022-04-02 0:00:00,Gujarat,7482.6,5237.82,43,58,265.76,23,32.88
2022-04-02 0:00:00,Tamil Nadu,8361.66,5853.16,50,54,265.76,45,32.88
2022-04-02 0:00:00,Karnataka,7101.54,4971.08,41,57,265.76,38,32.88
2022-04-02 0:00:00,Rajasthan,5887.48,4121.24,46,51,265.76,36,32.88
2022-04-03 0:00:00,Maharashtra,9225.48,6457.84,46,49,265.84,32,32.92
2022-04-03 0:00:00,Gujarat,7701.9,5391.33,41,60,265.84,37,32.92
2022-04-03 0:00:00,Tamil Nadu,8491.19,5943.83,44,53,265.84,33,32.92
2022-04-03 0:00:00,Karnataka,7113.61,4979.53,40,58,265.84,26,32.92
2022-04-03 0:00:00,Rajasthan,6068.32,4247.82,50,44,265.84,23,32.92
2022-04-04 0:00:00,Maharashtra,9121.24,6384.87,48,59,265.92,28,32.96
2022-04-04 0:00:00,Gujarat,7396.2,5177.34,41,46,265.92,36,32.96
2022-04-04 0:00:00,Tamil Nadu,8354.72,5848.3,35,47,265.92,23,32.96
2022-04-04 0:00:00,Karnataka,6998.68,4899.08,43,47,265.92,24,32.96
2022-04-04 0:00:00,Rajasthan,5948.16,4163.71,41,58,265.92,29,32.96
2022-04-05 0:00:00,Maharashtra,9360,6552,46,45,266,26,33
2022-04-05 0:00:00,Gujarat,7539.5,5277.65,36,56,266,23,33
2022-04-05 0:00:00,Tamil Nadu,8621.25,6034.88,50,51,266,41,33
2022-04-05 0:00:00,Karnataka,6828.75,4780.12,40,54,266,18,33
2022-04-05 0:00:00,Rajasthan,5995,4196.5,47,50,266,33,33
2022-04-06 0:00:00,Maharashtra,9297.76,6508.43,35,55,266.08,40,33.04
2022-04-06 0:00:00,Gujarat,7440.8,5208.56,48,46,266.08,20,33.04
2022-04-06 0:00:00,Tamil Nadu,8369.78,5858.85,45,53,266.08,17,33.04
2022-04-06 0:00:00,Karnataka,6884.82,4819.37,44,58,266.08,25,33.04
2022-04-06 0:00:00,Rajasthan,6271.84,4390.29,38,53,266.08,18,33.04
2022-04-07 0:00:00,Maharashtra,9144.52,6401.16,48,54,266.16,23,33.08
2022-04-07 0:00:00,Gujarat,7671.1,5369.77,47,40,266.16,41,33.08
2022-04-07 0:00:00,Tamil Nadu,8222.31,5755.62,36,54,266.16,18,33.08
2022-04-07 0:00:00,Karnataka,7067.89,4947.52,44,59,266.16,45,33.08
2022-04-07 0:00:00,Rajasthan,6195.68,4336.98,48,52,266.16,26,33.08
2022-04-08 0:00:00,Maharashtra,9373.28,6561.3,36,42,266.24,29,33.12
2022-04-08 0:00:00,Gujarat,7645.4,5351.78,35,40,266.24,23,33.12
2022-04-08 0:00:00,Tamil Nadu,8237.84,5766.49,42,46,266.24,17,33.12
2022-04-08 0:00:00,Karnataka,6960.96,4872.67,45,47,266.24,35,33.12
2022-04-08 0:00:00,Rajasthan,6038.52,4226.96,36,49,266.24,44,33.12
2022-04-09 0:00:00,Maharashtra,9402.04,6581.43,50,43,266.32,24,33.16
2022-04-09 0:00:00,Gujarat,7621.7,5335.19,45,55,266.32,30,33.16
2022-04-09 0:00:00,Tamil Nadu,8576.37,6003.46,39,56,266.32,24,33.16
2022-04-09 0:00:00,Karnataka,6977.03,4883.92,38,47,266.32,39,33.16
2022-04-09 0:00:00,Rajasthan,6219.36,4353.55,44,55,266.32,34,33.16
2022-04-10 0:00:00,Maharashtra,9149.8,6404.86,39,47,266.4,31,33.2
2022-04-10 0:00:00,Gujarat,7879,5515.3,48,49,266.4,16,33.2
2022-04-10 0:00:00,Tamil Nadu,8611.9,6028.33,43,50,266.4,15,33.2
2022-04-10 0:00:00,Karnataka,6848.1,4793.67,41,40,266.4,30,33.2
2022-04-10 0:00:00,Rajasthan,6024.2,4216.94,44,49,266.4,18,33.2
2022-04-11 0:00:00,Maharashtra,9117.56,6382.29,48,50,266.48,45,33.24
2022-04-11 0:00:00,Gujarat,7452.3,5216.61,42,40,266.48,44,33.24
2022-04-11 0:00:00,Tamil Nadu,8413.43,5889.4,50,48,266.48,19,33.24
2022-04-11 0:00:00,Karnataka,7029.17,4920.42,48,54,266.48,40,33.24
2022-04-11 0:00:00,Rajasthan,6224.04,4356.83,45,40,266.48,37,33.24
2022-04-12 0:00:00,Maharashtra,9076.32,6353.42,41,41,266.56,17,33.28
2022-04-12 0:00:00,Gujarat,7592.6,5314.82,49,42,266.56,24,33.28
2022-04-12 0:00:00,Tamil Nadu,8201.96,5741.37,44,53,266.56,41,33.28
2022-04-12 0:00:00,Karnataka,6949.24,4864.47,43,45,266.56,17,33.28
2022-04-12 0:00:00,Rajasthan,6329.88,4430.92,39,53,266.56,25,33.28
2022-04-13 0:00:00,Maharashtra,9433.08,6603.16,44,50,266.64,22,33.32
2022-04-13 0:00:00,Gujarat,7587.9,5311.53,41,58,266.64,18,33.32
2022-04-13 0:00:00,Tamil Nadu,8240.49,5768.34,39,40,266.64,21,33.32
2022-04-13 0:00:00,Karnataka,6715.31,4700.72,40,43,266.64,34,33.32
2022-04-13 0:00:00,Rajasthan,6017.72,4212.4,49,54,266.64,36,33.32
2022-04-14 0:00:00,Maharashtra,9238.84,6467.19,35,41,266.72,36,33.36
2022-04-14 0:00:00,Gujarat,7757.2,5430.04,39,46,266.72,45,33.36
2022-04-14 0:00:00,Tamil Nadu,8293.02,5805.11,36,59,266.72,18,33.36
2022-04-14 0:00:00,Karnataka,6683.38,4678.37,47,52,266.72,20,33.36
2022-04-14 0:00:00,Rajasthan,6279.56,4395.69,37,59,266.72,29,33.36
2022-04-15 0:00:00,Maharashtra,9226.6,6458.62,38,40,266.8,16,33.4
2022-04-15 0:00:00,Gujarat,7437.5,5206.25,35,56,266.8,20,33.4
2022-04-15 0:00:00,Tamil Nadu,8378.55,5864.98,35,57,266.8,38,33.4
2022-04-15 0:00:00,Karnataka,7032.45,4922.72,37,59,266.8,37,33.4
2022-04-15 0:00:00,Rajasthan,6015.4,4210.78,41,40,266.8,30,33.4
2022-04-16 0:00:00,Maharashtra,9235.36,6464.75,45,57,266.88,19,33.44
2022-04-16 0:00:00,Gujarat,7505.8,5254.06,35,52,266.88,31,33.44
2022-04-16 0:00:00,Tamil Nadu,8239.08,5767.36,48,52,266.88,40,33.44
2022-04-16 0:00:00,Karnataka,7036.52,4925.56,38,42,266.88,31,33.44
2022-04-16 0:00:00,Rajasthan,6301.24,4410.87,40,42,266.88,39,33.44
2022-04-17 0:00:00,Maharashtra,9083.12,6358.18,44,52,266.96,24,33.48
2022-04-17 0:00:00,Gujarat,7827.1,5478.97,48,56,266.96,28,33.48
2022-04-17 0:00:00,Tamil Nadu,8478.61,5935.03,37,42,266.96,23,33.48
2022-04-17 0:00:00,Karnataka,6741.59,4719.11,43,57,266.96,29,33.48
2022-04-17 0:00:00,Rajasthan,6299.08,4409.36,46,55,266.96,20,33.48
2022-04-18 0:00:00,Maharashtra,8983.88,6288.72,44,43,267.04,27,33.52
2022-04-18 0:00:00,Gujarat,7851.4,5495.98,37,58,267.04,33,33.52
2022-04-18 0:00:00,Tamil Nadu,8630.14,6041.1,36,50,267.04,23,33.52
2022-04-18 0:00:00,Karnataka,6985.66,4889.96,40,52,267.04,39,33.52
2022-04-18 0:00:00,Rajasthan,6112.92,4279.04,46,51,267.04,23,33.52
2022-04-19 0:00:00,Maharashtra,9331.64,6532.15,46,41,267.12,22,33.56
2022-04-19 0:00:00,Gujarat,7535.7,5274.99,41,55,267.12,21,33.56
2022-04-19 0:00:00,Tamil Nadu,8569.67,5998.77,38,53,267.12,42,33.56
2022-04-19 0:00:00,Karnataka,7120.73,4984.51,36,41,267.12,32,33.56
2022-04-19 0:00:00,Rajasthan,6197.76,4338.43,48,49,267.12,37,33.56
2022-04-20 0:00:00,Maharashtra,9442.4,6609.68,41,40,267.2,29,33.6
2022-04-20 0:00:00,Gujarat,7669,5368.3,42,49,267.2,15,33.6
2022-04-20 0:00:00,Tamil Nadu,8437.2,5906.04,46,40,267.2,37,33.6
2022-04-20 0:00:00,Karnataka,6908.8,4836.16,39,57,267.2,33,33.6
2022-04-20 0:00:00,Rajasthan,5977.6,4184.32,47,40,267.2,17,33.6
2022-04-21 0:00:00,Maharashtra,9357.16,6550.01,40,44,267.28,36,33.64
2022-04-21 0:00:00,Gujarat,7725.3,5407.71,36,43,267.28,42,33.64
2022-04-21 0:00:00,Tamil Nadu,8556.73,5989.71,38,46,267.28,28,33.64
2022-04-21 0:00:00,Karnataka,6904.87,4833.41,50,58,267.28,19,33.64
2022-04-21 0:00:00,Rajasthan,6043.44,4230.41,50,50,267.28,23,33.64
2022-04-22 0:00:00,Maharashtra,9397.92,6578.54,36,42,267.36,28,33.68
2022-04-22 0:00:00,Gujarat,7572.6,5300.82,41,45,267.36,17,33.68
2022-04-22 0:00:00,Tamil Nadu,8558.26,5990.78,48,54,267.36,16,33.68
2022-04-22 0:00:00,Karnataka,7092.94,4965.06,48,42,267.36,35,33.68
2022-04-22 0:00:00,Rajasthan,6193.28,4335.3,35,58,267.36,27,33.68
2022-04-23 0:00:00,Maharashtra,9351.68,6546.18,35,58,267.44,43,33.72
2022-04-23 0:00:00,Gujarat,7450.9,5215.63,39,50,267.44,26,33.72
2022-04-23 0:00:00,Tamil Nadu,8225.79,5758.05,49,57,267.44,28,33.72
2022-04-23 0:00:00,Karnataka,6782.01,4747.41,42,51,267.44,32,33.72
2022-04-23 0:00:00,Rajasthan,6216.12,4351.28,50,60,267.44,28,33.72
2022-04-24 0:00:00,Maharashtra,9384.44,6569.11,48,44,267.52,29,33.76
2022-04-24 0:00:00,Gujarat,7504.2,5252.94,35,49,267.52,39,33.76
2022-04-24 0:00:00,Tamil Nadu,8585.32,6009.72,37,40,267.52,36,33.76
2022-04-24 0:00:00,Karnataka,6783.08,4748.16,37,49,267.52,35,33.76
2022-04-24 0:00:00,Rajasthan,6213.96,4349.77,48,54,267.52,25,33.76
2022-04-25 0:00:00,Maharashtra,8986.2,6290.34,48,41,267.6,23,33.8
2022-04-25 0:00:00,Gujarat,7659.5,5361.65,50,51,267.6,20,33.8
2022-04-25 0:00:00,Tamil Nadu,8367.85,5857.49,38,43,267.6,33,33.8
2022-04-25 0:00:00,Karnataka,6808.15,4765.7,42,51,267.6,35,33.8
2022-04-25 0:00:00,Rajasthan,6239.8,4367.86,35,60,267.6,17,33.8
2022-04-26 0:00:00,Maharashtra,9164.96,6415.47,46,49,267.68,23,33.84
2022-04-26 0:00:00,Gujarat,7801.8,5461.26,46,40,267.68,22,33.84
2022-04-26 0:00:00,Tamil Nadu,8229.38,5760.57,37,41,267.68,32,33.84
2022-04-26 0:00:00,Karnataka,6737.22,4716.05,36,46,267.68,38,33.84
2022-04-26 0:00:00,Rajasthan,6403.64,4482.55,40,59,267.68,25,33.84
2022-04-27 0:00:00,Maharashtra,9008.72,6306.1,50,43,267.76,32,33.88
2022-04-27 0:00:00,Gujarat,7689.1,5382.37,39,49,267.76,31,33.88
2022-04-27 0:00:00,Tamil Nadu,8603.91,6022.74,41,56,267.76,21,33.88
2022-04-27 0:00:00,Karnataka,6705.29,4693.7,43,47,267.76,29,33.88
2022-04-27 0:00:00,Rajasthan,6049.48,4234.64,42,41,267.76,31,33.88
2022-04-28 0:00:00,Maharashtra,9478.48,6634.94,49,49,267.84,18,33.92
2022-04-28 0:00:00,Gujarat,7707.4,5395.18,38,41,267.84,45,33.92
2022-04-28 0:00:00,Tamil Nadu,8617.44,6032.21,41,51,267.84,34,33.92
2022-04-28 0:00:00,Karnataka,6705.36,4693.75,45,48,267.84,45,33.92
2022-04-28 0:00:00,Rajasthan,5997.32,4198.12,50,43,267.84,37,33.92
2022-04-29 0:00:00,Maharashtra,9185.24,6429.67,35,58,267.92,26,33.96
2022-04-29 0:00:00,Gujarat,7602.7,5321.89,50,44,267.92,20,33.96
2022-04-29 0:00:00,Tamil Nadu,8318.97,5823.28,46,60,267.92,30,33.96
2022-04-29 0:00:00,Karnataka,6970.43,4879.3,43,56,267.92,22,33.96
2022-04-29 0:00:00,Rajasthan,6303.16,4412.21,37,42,267.92,39,33.96
2022-04-30 0:00:00,Maharashtra,9249,6474.3,43,59,268,33,34
2022-04-30 0:00:00,Gujarat,7631,5341.7,38,53,268,30,34
2022-04-30 0:00:00,Tamil Nadu,8235.5,5764.85,38,47,268,34,34
2022-04-30 0:00:00,Karnataka,7099.5,4969.65,49,43,268,37,34
2022-04-30 0:00:00,Rajasthan,5977,4183.9,39,55,268,23,34
2022-05-01 0:00:00,Maharashtra,9037.76,6326.43,38,43,268.08,40,34.04
2022-05-01 0:00:00,Gujarat,7712.3,5398.61,45,51,268.08,25,34.04
2022-05-01 0:00:00,Tamil Nadu,8399.03,5879.32,40,42,268.08,39,34.04
2022-05-01 0:00:00,Karnataka,6858.57,4801,40,56,268.08,42,34.04
2022-05-01 0:00:00,Rajasthan,6069.84,4248.89,42,55,268.08,39,34.04
2022-05-02 0:00:00,Maharashtra,9326.52,6528.56,35,55,268.16,25,34.08
2022-05-02 0:00:00,Gujarat,7720.6,5404.42,37,48,268.16,26,34.08
2022-05-02 0:00:00,Tamil Nadu,8434.56,5904.19,50,52,268.16,33,34.08
2022-05-02 0:00:00,Karnataka,6786.64,4750.65,37,42,268.16,24,34.08
2022-05-02 0:00:00,Rajasthan,6007.68,4205.38,45,58,268.16,40,34.08
2022-05-03 0:00:00,Maharashtra,9263.28,6484.3,44,41,268.24,29,34.12
2022-05-03 0:00:00,Gujarat,7793.9,5455.73,38,60,268.24,40,34.12
2022-05-03 0:00:00,Tamil Nadu,8473.09,5931.16,44,55,268.24,32,34.12
2022-05-03 0:00:00,Karnataka,6813.71,4769.6,50,58,268.24,31,34.12
2022-05-03 0:00:00,Rajasthan,6071.52,4250.06,50,59,268.24,37,34.12
2022-05-04 0:00:00,Maharashtra,9102.04,6371.43,49,54,268.32,31,34.16
2022-05-04 0:00:00,Gujarat,7587.2,5311.04,46,53,268.32,19,34.16
2022-05-04 0:00:00,Tamil Nadu,8673.62,6071.53,47,52,268.32,45,34.16
2022-05-04 0:00:00,Karnataka,6933.78,4853.65,37,52,268.32,42,34.16
2022-05-04 0:00:00,Rajasthan,6029.36,4220.55,46,54,268.32,19,34.16
2022-05-05 0:00:00,Maharashtra,9106.8,6374.76,49,54,268.4,35,34.2
2022-05-05 0:00:00,Gujarat,7473.5,5231.45,46,49,268.4,19,34.2
2022-05-05 0:00:00,Tamil Nadu,8297.15,5808,35,50,268.4,25,34.2
2022-05-05 0:00:00,Karnataka,6835.85,4785.1,42,51,268.4,42,34.2
2022-05-05 0:00:00,Rajasthan,5958.2,4170.74,50,43,268.4,29,34.2
2022-05-06 0:00:00,Maharashtra,9038.56,6326.99,46,49,268.48,15,34.24
2022-05-06 0:00:00,Gujarat,7938.8,5557.16,48,48,268.48,21,34.24
2022-05-06 0:00:00,Tamil Nadu,8582.68,6007.88,38,59,268.48,44,34.24
2022-05-06 0:00:00,Karnataka,6946.92,4862.84,49,42,268.48,27,34.24
2022-05-06 0:00:00,Rajasthan,6397.04,4477.93,45,52,268.48,38,34.24
2022-05-07 0:00:00,Maharashtra,9171.32,6419.92,46,44,268.56,18,34.28
2022-05-07 0:00:00,Gujarat,7756.1,5429.27,50,42,268.56,45,34.28
2022-05-07 0:00:00,Tamil Nadu,8540.21,5978.15,50,54,268.56,26,34.28
2022-05-07 0:00:00,Karnataka,7115.99,4981.19,49,42,268.56,31,34.28
2022-05-07 0:00:00,Rajasthan,6272.88,4391.02,42,59,268.56,27,34.28
2022-05-08 0:00:00,Maharashtra,9057.08,6339.96,37,52,268.64,28,34.32
2022-05-08 0:00:00,Gujarat,7660.4,5362.28,44,52,268.64,44,34.32
2022-05-08 0:00:00,Tamil Nadu,8449.74,5914.82,35,59,268.64,44,34.32
2022-05-08 0:00:00,Karnataka,7058.06,4940.64,47,54,268.64,18,34.32
2022-05-08 0:00:00,Rajasthan,6304.72,4413.3,44,55,268.64,35,34.32
2022-05-09 0:00:00,Maharashtra,9029.84,6320.89,49,59,268.72,22,34.36
2022-05-09 0:00:00,Gujarat,7766.7,5436.69,41,58,268.72,28,34.36
2022-05-09 0:00:00,Tamil Nadu,8698.27,6088.79,37,60,268.72,31,34.36
2022-05-09 0:00:00,Karnataka,7048.13,4933.69,38,59,268.72,40,34.36
2022-05-09 0:00:00,Rajasthan,5985.56,4189.89,40,42,268.72,21,34.36
2022-05-10 0:00:00,Maharashtra,9140.6,6398.42,36,46,268.8,42,34.4
2022-05-10 0:00:00,Gujarat,7486,5240.2,48,57,268.8,26,34.4
2022-05-10 0:00:00,Tamil Nadu,8350.8,5845.56,42,40,268.8,25,34.4
2022-05-10 0:00:00,Karnataka,7165.2,5015.64,41,57,268.8,22,34.4
2022-05-10 0:00:00,Rajasthan,5976.4,4183.48,50,43,268.8,33,34.4
2022-05-11 0:00:00,Maharashtra,9216.36,6451.45,46,41,268.88,32,34.44
2022-05-11 0:00:00,Gujarat,7648.3,5353.81,50,54,268.88,25,34.44
2022-05-11 0:00:00,Tamil Nadu,8482.33,5937.63,41,55,268.88,26,34.44
2022-05-11 0:00:00,Karnataka,6995.27,4896.69,36,44,268.88,24,34.44
2022-05-11 0:00:00,Rajasthan,6175.24,4322.67,45,50,268.88,42,34.44
